n	time	type	cur	win	id	str	win_c	id_c	str_c	
35	6404	fix	16	2	2	udviklingslandene	2	2	udviklingslandene	
36	6428	key_ins	17	2	2	l	t2	2	l	
37	6484	fix	17	2	2	udviklingslandene	2	2	udviklingslandene	
38	6541	key_ins	18	2	2	a	t2	2	a	
39	6639	key_ins	19	2	2	n	t2	2	n	
40	6746	key_ins	20	2	2	d	t2	2	d	
41	6961	key_ins	21	2	2	e	t2	2	e	
42	7002	key_ins	22	2	2	n	t2	2	n	
43	7121	fix	22	2	2	udviklingslandene	2	2	udviklingslandene	
44	7161	fix	22	2	2	udviklingslandene	2	2	udviklingslandene	
45	7361	fix	22	2	2	udviklingslandene	2	2	udviklingslandene	
46	7875	key_del	22	2	2	n	t2	2	n	
47	7879	fix	51	1	6	reluctant	1	6	reluctant	
48	7899	fix	51	1	6	reluctant	1	6	reluctant	
49	8039	fix	51	1	6	reluctant	1	6	reluctant	
50	8071	key_del	21	2	2	e	t2	2	e	
51	8079	fix	65	1	8	compromise	1	8	compromise	
52	8178	fix	65	1	8	compromise	1	8	compromise	
53	8318	fix	65	1	8	compromise	1	8	compromise	
54	8369	key_ins	21	2	2	e	t2	2	e	
55	8537	fix	57	1	6	reluctant	1	6	reluctant	
56	8541	key_ins	22	2	2	n	t2	2	n	
57	8597	fix	57	1	6	reluctant	1	6	reluctant	
58	8657	fix	58	1	6	reluctant	1	6	reluctant	
59	8660	key_ins	23	2	2	e	t2	2	e	
60	8830	key_ins	24	2	2	_	t2	2	_	
61	8963	key_ins	25	2	3	f	t2	3	f	
62	9034	key_ins	26	2	3	o	t2	3	o	
63	9095	fix	51	1	6	reluctant	1	6	reluctant	
64	9123	key_ins	27	2	3	r	t2	3	r	
65	9307	key_ins	28	2	3	s	t2	3	s	
66	9362	key_ins	29	2	3	t	t2	3	t	
67	9426	key_ins	30	2	3	å	t2	3	å	
68	9598	key_ins	31	2	3	e	t2	3	e	
69	9797	key_ins	32	2	3	l	t2	3	l	
70	9922	key_ins	33	2	3	i	t2	3	i	
71	9963	key_ins	34	2	3	g	t2	3	g	
72	10170	key_ins	35	2	3	t	t2	3	t	
73	10350	key_ins	36	2	3	_	t2	3	_	
74	10371	fix	36	2	3	forståeligt	2	3	forståeligt	
75	10465	key_ins	37	2	4	n	t2	4	n	
76	10534	key_ins	38	2	4	o	t2	4	o	
77	10662	key_ins	39	2	4	k	t2	4	k	
78	10750	fix	39	2	4	nok	2	4	nok	
79	10790	fix	39	2	4	nok	2	4	nok	
80	10815	key_ins	40	2	4	_	t2	4	_	
81	10944	key_ins	41	2	4	e	t2	4	e	
82	11057	key_ins	42	2	4	r	t2	4	r	
83	11237	key_ins	43	2	4	_	t2	4	_	
84	11249	fix	65	1	8	compromise	1	8	compromise	
85	11348	fix	65	1	8	compromise	1	8	compromise	
86	11548	fix	76	1	9	their	1	9	their	
87	11647	fix	76	1	9	their	1	9	their	
88	12573	key_del	43	2	4	_	t2	4	_	
89	12604	fix	42	2	4	nok	2	4	nok	
90	12644	fix	42	2	4	nok	2	4	nok	
91	12772	key_del	42	2	4	r	t2	4	r	
92	12967	key_del	41	2	4	e	t2	4	e	
93	13083	fix	77	1	9	their	1	9	their	
94	13205	key_ins	41	2	5	i	t2	5	i	
95	13302	fix	68	1	8	compromise	1	8	compromise	
96	13428	key_ins	42	2	5	k	t2	5	k	
97	13442	fix	68	1	8	compromise	1	8	compromise	
98	13612	key_ins	43	2	5	k	t2	5	k	
99	13696	key_ins	44	2	5	e	t2	5	e	
100	13862	key_ins	45	2	5	_	t2	5	_	
101	13977	key_ins	46	2	6	e	t2	6	e	
102	14088	key_ins	47	2	6	r	t2	6	r	
103	14157	key_ins	48	2	6	_	t2	6	_	
104	14177	fix	97	1	12	achieving	1	12	achieving	
105	14178	fix	97	1	12	achieving	1	12	achieving	
106	14179	fix	97	1	12	achieving	1	12	achieving	
107	14282	key_ins	49	2	7	i	t2	7	i	
108	14397	key_ins	50	2	7	v	t2	7	v	
109	14397	fix	96	1	12	achieving	1	12	achieving	
110	14398	fix	96	1	12	achieving	1	12	achieving	
111	14399	fix	96	1	12	achieving	1	12	achieving	
112	14735	fix	97	1	12	achieving	1	12	achieving	
113	14736	fix	97	1	12	achieving	1	12	achieving	
114	14737	fix	97	1	12	achieving	1	12	achieving	
115	14815	fix	97	1	12	achieving	1	12	achieving	
116	14816	fix	97	1	12	achieving	1	12	achieving	
117	14817	fix	97	1	12	achieving	1	12	achieving	
118	14877	key_ins	51	2	7	r	t2	7	r	
119	14975	fix	51	2	7	ivrige	2	7	ivrige	
120	14976	fix	51	2	7	ivrige	2	7	ivrige	
121	14977	fix	51	2	7	ivrige	2	7	ivrige	
122	15078	key_ins	52	2	7	i	t2	7	i	
123	15094	fix	630	1	103	efforts	2	7	ivrige	
124	15095	fix	630	1	103	efforts	2	7	ivrige	
125	15096	fix	630	1	103	efforts	2	7	ivrige	
126	15172	key_ins	53	2	7	g	t2	7	g	
127	15175	fix	630	1	103	efforts	2	7	ivrige	
128	15176	fix	630	1	103	efforts	2	7	ivrige	
129	15270	key_ins	54	2	7	e	t2	7	e	
130	15428	key_ins	55	2	7	_	t2	7	_	
131	15637	key_ins	56	2	8	f	t2	8	f	
132	15655	fix	56	2	8	for	2	8	for	
133	15719	key_ins	57	2	8	o	t2	8	o	
134	15889	key_ins	58	2	8	r	t2	8	r	
135	16123	key_ins	59	2	8	_	t2	8	_	
136	16203	key_ins	60	2	9	a	t2	9	a	
137	16299	key_ins	61	2	9	t	t2	9	t	
138	16438	key_ins	62	2	9	_	t2	9	_	
139	16691	fix	62	2	9	at	2	9	at	
140	16711	fix	62	2	9	at	2	9	at	
141	16851	fix	62	2	9	at	2	9	at	
142	17442	key_ins	63	2	9	æ	t2	9	æ	
143	17648	fix	129	1	17	for	1	17	for	
144	17668	fix	129	1	17	for	1	17	for	
145	17805	key_del	63	2	9	æ	t2	9	æ	
146	18116	key_ins	63	2	10	ø	t2	10	ø	
147	18246	fix	63	2	10	ødelægge	2	10	ødelægge	
148	18268	key_ins	64	2	10	d	t2	10	d	
149	18463	key_ins	65	2	10	e	t2	10	e	
150	18582	key_ins	66	2	10	l	t2	10	l	
151	18698	key_ins	67	2	10	æ	t2	10	æ	
152	18799	key_ins	68	2	10	g	t2	10	g	
153	18845	fix	68	2	10	ødelægge	2	10	ødelægge	
154	18904	fix	68	2	10	ødelægge	2	10	ødelægge	
155	18989	key_ins	69	2	10	g	t2	10	g	
156	19071	key_ins	70	2	10	e	t2	10	e	
157	19181	key_ins	71	2	10	_	t2	10	_	
158	19335	key_ins	72	2	11	d	t2	11	d	
159	19488	key_ins	73	2	11	e	t2	11	e	
160	19537	key_ins	74	2	11	r	t2	11	r	
161	19542	fix	74	2	11	deres	2	11	deres	
162	19602	fix	74	2	11	deres	2	11	deres	
163	19650	key_ins	75	2	11	e	t2	11	e	
164	19715	key_ins	76	2	11	s	t2	11	s	
165	19795	key_ins	77	2	11	_	t2	11	_	
166	19881	fix	77	2	11	deres	2	11	deres	
167	19941	fix	77	2	11	deres	2	11	deres	
168	19948	key_ins	78	2	12	c	t2	12	c	
169	20073	key_ins	79	2	12	h	t2	12	h	
170	20081	fix	79	2	12	chancer	2	12	chancer	
171	20191	key_ins	80	2	12	a	t2	12	a	
172	20298	key_ins	81	2	12	n	t2	12	n	
173	20340	fix	81	2	12	chancer	2	12	chancer	
174	20420	fix	81	2	12	chancer	2	12	chancer	
175	20433	key_ins	82	2	12	g	t2	12	g	
176	20499	fix	82	2	12	chancer	2	12	chancer	
177	20629	key_ins	83	2	12	e	t2	12	e	
178	20721	key_ins	84	2	12	r	t2	12	r	
179	21163	key_del	84	2	12	r	t2	12	r	
180	21217	fix	83	2	12	chancer	2	12	chancer	
181	21345	key_del	83	2	12	e	t2	12	e	
182	21377	fix	82	2	12	chancer	2	12	chancer	
183	21527	key_del	82	2	12	g	t2	12	g	
184	21536	fix	81	2	12	chancer	2	12	chancer	
185	21860	key_ins	82	2	12	c	t2	12	c	
186	22034	key_ins	83	2	12	e	t2	12	e	
187	22126	key_ins	84	2	12	r	t2	12	r	
188	22236	key_ins	85	2	12	_	t2	12	_	
189	22400	key_ins	86	2	13	f	t2	13	f	
190	22482	key_ins	87	2	13	o	t2	13	o	
191	22580	key_ins	88	2	13	r	t2	13	r	
192	22691	fix	207	1	31	Incentives	2	13	for	
193	22692	fix	207	1	31	Incentives	2	13	for	
194	22715	key_ins	89	2	13	_	t2	13	_	
195	22751	fix	207	1	31	Incentives	2	13	for	
196	22752	fix	207	1	31	Incentives	2	13	for	
197	22922	key_ins	90	2	14	a	t2	14	a	
198	23044	key_ins	91	2	14	t	t2	14	t	
199	23134	key_ins	92	2	14	_	t2	14	_	
200	23590	key_ins	93	2	14	i	t2	14	i	
201	23649	fix	108	1	14	standards	1	14	standards	
202	23689	fix	108	1	14	standards	1	14	standards	
203	23780	key_ins	94	2	14	o	t2	14	o	
204	23782	key_ins	95	2	14	p	t2	14	p	
205	23889	fix	129	1	17	for	1	17	for	
206	24068	fix	123	1	16	living	1	16	living	
207	24168	key_del	95	2	14	p	t2	14	p	
208	24188	fix	123	1	16	living	1	16	living	
209	24350	key_del	94	2	14	o	t2	14	o	
210	24510	key_del	93	2	14	i	t2	14	i	
211	24586	fix	13	2	2	udviklingslandene	2	15	opnå	
212	24626	fix	13	2	2	udviklingslandene	2	15	opnå	
213	24864	key_ins	93	2	15	o	t2	15	o	
214	25002	key_ins	94	2	15	p	t2	15	p	
215	25085	fix	1	2	1	Selvom	2	15	opnå	
216	25139	key_ins	95	2	15	n	t2	15	n	
217	25224	fix	2	2	1	Selvom	2	15	opnå	
218	25375	key_ins	96	2	15	å	t2	15	å	
219	25763	fix	5	2	1	Selvom	2	15	opnå	
220	25883	fix	5	2	1	Selvom	2	15	opnå	
221	25962	fix	6	2	1	Selvom	2	15	opnå	
222	26022	fix	6	2	1	Selvom	2	15	opnå	
223	26067	key_ins	97	2	15	_	t2	15	_	
224	26141	fix	6	2	1	Selvom	2	15	opnå	
225	26321	key_ins	98	2	16	b	t2	16	b	
226	26422	key_ins	99	2	16	e	t2	16	e	
227	26441	fix	10	2	2	udviklingslandene	2	16	bedre	
228	26480	fix	10	2	2	udviklingslandene	2	16	bedre	
229	26649	key_ins	100	2	16	d	t2	16	d	
230	26809	key_ins	101	2	16	r	t2	16	r	
231	26885	key_ins	102	2	16	e	t2	16	e	
232	26950	key_ins	103	2	16	_	t2	16	_	
233	27059	fix	152	1	23	climate	1	16	living	
234	27158	fix	152	1	23	climate	1	16	living	
235	27176	key_ins	104	2	17	l	t2	17	l	
236	27258	key_ins	105	2	17	e	t2	17	e	
237	27475	key_ins	106	2	17	v	t2	17	v	
238	27629	key_ins	107	2	17	e	t2	17	e	
239	28004	key_ins	108	2	17	s	t2	17	s	
240	28151	key_ins	109	2	17	t	t2	17	t	
241	28221	key_ins	110	2	17	a	t2	17	a	
242	28326	key_ins	111	2	17	n	t2	17	n	
243	28394	fix	111	2	17	levestandard	2	17	levestandard	
244	28522	key_ins	112	2	17	d	t2	17	d	
245	28653	key_ins	113	2	17	a	t2	17	a	
246	28776	key_ins	114	2	17	r	t2	17	r	
247	28933	fix	146	1	21	action	1	21	action	
248	28987	key_ins	115	2	17	d	t2	17	d	
249	29108	key_ins	116	2	17	_	t2	17	_	
250	29112	fix	146	1	21	action	1	21	action	
251	29152	fix	173	1	26	not	1	26	not	
252	29219	key_ins	117	2	18	f	t2	18	f	
253	29305	key_ins	118	2	18	o	t2	18	o	
254	29393	key_ins	119	2	18	r	t2	18	r	
255	29510	key_ins	120	2	18	_	t2	18	_	
256	29608	key_ins	121	2	19	d	t2	19	d	
257	29784	key_ins	122	2	19	e	t2	19	e	
258	29890	fix	161	1	24	change	1	24	change	
259	29926	key_ins	123	2	19	_	t2	19	_	
260	30241	key_ins	124	2	19	t	t2	19	t	
261	30308	fix	147	1	21	action	1	21	action	
262	30428	fix	147	1	21	action	1	21	action	
263	30608	key_del	124	2	19	t	t2	19	t	
264	30686	fix	143	1	21	action	1	21	action	
265	30687	fix	143	1	21	action	1	21	action	
266	30706	fix	143	1	21	action	1	21	action	
267	30707	fix	143	1	21	action	1	21	action	
268	30744	key_ins	124	2	20	f	t2	20	f	
269	30780	key_ins	125	2	20	a	t2	20	a	
270	31002	key_ins	126	2	20	t	t2	20	t	
271	31184	key_ins	127	2	20	t	t2	20	t	
272	31352	key_ins	128	2	20	i	t2	20	i	
273	31465	key_ins	129	2	20	g	t2	20	g	
274	31567	key_ins	130	2	20	e	t2	20	e	
275	31624	fix	130	2	20	fattige	2	20	fattige	
276	31752	key_ins	131	2	21	,	t2	21	,	
277	31883	fix	155	1	23	climate	1	23	climate	
278	31903	fix	155	1	23	climate	1	23	climate	
279	31924	key_ins	132	2	21	_	t2	21	_	
280	32302	fix	132	2	21	,	2	21	action	
281	32402	fix	132	2	21	,	2	21	action	
282	32926	key_ins	133	2	22	b	t2	22	b	
283	33051	key_ins	134	2	22	e	t2	22	e	
284	33203	key_ins	135	2	22	h	t2	22	h	
285	33334	key_ins	136	2	22	ø	t2	22	ø	
286	33504	key_ins	137	2	22	v	t2	22	v	
287	33764	key_ins	138	2	22	e	t2	22	e	
288	33850	key_ins	139	2	22	r	t2	22	r	
289	34106	key_ins	140	2	22	_	t2	22	_	
290	34438	key_ins	141	2	23	h	t2	23	h	
291	34539	key_ins	142	2	23	a	t2	23	a	
292	34575	fix	142	2	23	handling	2	23	handling	
293	34680	key_ins	143	2	23	n	t2	23	n	
294	34817	key_ins	144	2	23	d	t2	23	d	
295	34874	fix	60	2	9	at	2	23	jandling	
296	34914	fix	60	2	9	at	2	23	handling	
297	34934	key_ins	145	2	23	l	t2	23	l	
298	34993	fix	145	2	23	handling	2	23	handling	
299	35034	key_ins	146	2	23	i	t2	23	i	
300	35093	fix	146	2	23	handling	2	23	handling	
301	35184	key_ins	147	2	23	n	t2	23	n	
302	35241	key_ins	148	2	23	g	t2	23	g	
303	35342	key_ins	149	2	23	_	t2	23	_	
304	35475	key_ins	150	2	24	i	t2	24	i	
305	35572	fix	170	1	25	need	1	25	need	
306	35612	fix	170	1	25	need	1	25	need	
307	35651	fix	170	1	25	need	1	25	need	
308	35688	key_ins	151	2	24	_	t2	24	_	
309	35739	key_ins	152	2	25	f	t2	25	f	
310	35811	fix	170	1	25	need	1	25	need	
311	35842	key_ins	153	2	25	o	t2	25	o	
312	35932	key_ins	154	2	25	r	t2	25	r	
313	36020	key_ins	155	2	25	h	t2	25	h	
314	36110	key_ins	156	2	25	o	t2	25	o	
315	36350	key_ins	157	2	25	l	t2	25	l	
316	36436	key_ins	158	2	25	d	t2	25	d	
317	36509	fix	158	2	25	forhold	2	25	forhold	
318	36608	fix	158	2	25	forhold	2	25	forhold	
319	36619	key_ins	159	2	25	_	t2	25	_	
320	36793	key_ins	160	2	26	t	t2	26	t	
321	36840	key_ins	161	2	26	i	t2	26	i	
322	37034	key_ins	162	2	26	l	t2	26	l	
323	37036	key_ins	163	2	26	_	t2	26	_	
324	37107	fix	192	1	28	economic	1	28	economic	
325	37121	key_ins	164	2	27	k	t2	27	k	
326	37385	key_ins	165	2	27	l	t2	27	l	
327	37532	key_ins	166	2	27	i	t2	27	i	
328	37665	fix	166	2	27	klimaforandringer	2	27	klimaforandringer	
329	37685	fix	166	2	27	klimaforandringer	2	27	klimaforandringer	
330	37705	fix	166	2	27	klimaforandringer	2	27	klimaforandringer	
331	37707	key_ins	167	2	27	m	t2	27	m	
332	37903	key_ins	168	2	27	a	t2	27	a	
333	38183	fix	168	2	27	klimaforandringer	2	27	klimaforandringer	
334	38238	key_ins	169	2	27	f	t2	27	f	
335	38287	key_ins	170	2	27	o	t2	27	o	
336	38434	key_ins	171	2	27	r	t2	27	r	
337	38542	fix	171	2	27	klimaforandringer	2	27	klimaforandringer	
338	38562	key_ins	172	2	27	a	t2	27	a	
339	38650	key_ins	173	2	27	n	t2	27	n	
340	38780	key_ins	174	2	27	d	t2	27	d	
341	38941	fix	174	2	27	klimaforandringer	2	27	klimaforandringer	
342	38972	key_ins	175	2	27	r	t2	27	r	
343	39021	fix	175	2	27	klimaforandringer	2	27	klimaforandringer	
344	39058	key_ins	176	2	27	i	t2	27	i	
345	39144	key_ins	177	2	27	n	t2	27	n	
346	39236	key_ins	178	2	27	g	t2	27	g	
347	39436	key_ins	179	2	27	e	t2	27	e	
348	39440	fix	179	2	27	klimaforandringer	2	27	klimaforandringer	
349	39503	key_ins	180	2	27	r	t2	27	r	
350	39578	key_ins	181	2	27	_	t2	27	_	
351	39682	key_ins	182	2	28	i	t2	28	i	
352	39889	key_ins	183	2	28	k	t2	28	k	
353	40067	key_ins	184	2	28	k	t2	28	k	
354	40271	key_ins	185	2	28	e	t2	28	e	
355	40273	key_ins	186	2	28	_	t2	28	_	
356	40308	key_ins	187	2	29	n	t2	29	n	
357	40412	key_ins	188	2	29	ø	t2	29	ø	
358	40496	key_ins	189	2	29	d	t2	29	d	
359	40619	key_ins	190	2	29	v	t2	29	v	
360	40676	fix	190	2	29	nødvendigvis	2	29	nødvendigvis	
361	40699	key_ins	191	2	29	e	t2	29	e	
362	40735	fix	191	2	29	nødvendigvis	2	29	nødvendigvis	
363	40755	fix	191	2	29	nødvendigvis	2	29	nødvendigvis	
364	40797	key_ins	192	2	29	n	t2	29	n	
365	40940	key_ins	193	2	29	d	t2	29	d	
366	41024	key_ins	194	2	29	i	t2	29	i	
367	41167	key_ins	195	2	29	g	t2	29	g	
368	41174	fix	192	1	28	economic	1	28	economic	
369	41410	key_ins	196	2	29	v	t2	29	v	
370	41496	key_ins	197	2	29	i	t2	29	i	
371	41668	key_ins	198	2	29	s	t2	29	s	
372	41874	key_ins	199	2	29	_	t2	29	_	
373	41974	key_ins	200	2	30	t	t2	30	t	
374	42189	key_ins	201	2	30	r	t2	30	r	
375	42191	fix	111	2	17	levestandard	2	30	true	
376	42271	fix	111	2	17	levestandard	2	30	true	
377	42289	key_ins	202	2	30	u	t2	30	u	
378	42530	fix	112	2	17	levestandard	2	30	true	
379	42578	key_ins	203	2	30	e	t2	30	e	
380	42580	key_ins	204	2	30	_	t2	30	_	
381	42590	fix	112	2	17	levestandard	2	30	true	
382	42672	key_ins	205	2	31	d	t2	31	d	
383	43097	key_ins	206	2	31	e	t2	31	e	
384	43228	key_ins	207	2	31	n	t2	31	n	
385	43247	fix	221	1	32	must	1	28	economic	
386	43307	fix	221	1	32	must	1	28	economic	
387	43374	key_ins	208	2	31	_	t2	31	_	
388	43427	fix	219	1	32	must	1	28	economic	
389	43600	key_ins	209	2	32	ø	t2	32	ø	
390	43625	key_ins	210	2	32	k	t2	32	k	
391	43784	key_ins	211	2	32	o	t2	32	o	
392	43924	key_ins	212	2	32	n	t2	32	n	
393	44046	key_ins	213	2	32	o	t2	32	o	
394	44065	fix	118	2	18	for	2	31	Incentives	
395	44142	key_ins	214	2	32	m	t2	32	m	
396	44204	fix	118	2	18	for	2	31	Incentives	
397	44243	key_ins	215	2	32	i	t2	32	i	
398	44376	key_ins	216	2	32	s	t2	32	s	
399	44893	key_ins	217	2	32	k	t2	32	k	
400	45034	key_ins	218	2	32	e	t2	32	e	
401	45155	key_ins	219	2	32	_	t2	32	_	
402	45160	fix	219	2	32	økonomiske	2	32	økonomiske	
403	45161	fix	219	2	32	økonomiske	2	32	økonomiske	
404	45224	key_ins	220	2	33	u	t2	33	u	
405	45280	fix	220	2	33	udvikling	2	33	udvikling	
406	45281	fix	220	2	33	udvikling	2	33	udvikling	
407	45308	key_ins	221	2	33	d	t2	33	d	
408	45508	key_ins	222	2	33	v	t2	33	v	
409	45578	key_ins	223	2	33	i	t2	33	i	
410	45791	key_ins	224	2	33	k	t2	33	k	
411	45960	key_ins	225	2	33	l	t2	33	l	
412	46363	key_ins	226	2	33	i	t2	33	i	
413	46484	key_ins	227	2	33	n	t2	33	n	
414	46784	key_ins	228	2	33	g	t2	33	g	
415	46840	key_ins	229	2	34	.	t2	34	.	
416	46969	key_ins	230	2	34	_	t2	34	_	
417	47453	key_ins	231	2	35	M	t2	35	M	
418	48331	fix	128	2	20	fattige	2	35	Man	
419	48332	fix	128	2	20	fattige	2	35	Man	
420	48769	fix	231	2	35	Man	2	35	Man	
421	48770	fix	231	2	35	Man	2	35	Man	
422	49467	fix	231	2	35	Man	2	35	Man	
423	49468	fix	231	2	35	Man	2	35	Man	
424	49667	fix	231	2	35	Man	2	35	Man	
425	49668	fix	231	2	35	Man	2	35	Man	
426	51421	fix	229	2	34	.	2	34	.	
427	51422	fix	229	2	34	.	2	34	.	
428	51740	fix	228	2	33	udvikling	2	33	udvikling	
429	51741	fix	228	2	33	udvikling	2	33	udvikling	
430	51959	fix	229	2	34	.	2	34	.	
431	51960	fix	229	2	34	.	2	34	.	
432	53255	fix	231	2	35	Man	2	35	Man	
433	53256	fix	231	2	35	Man	2	35	Man	
434	53654	fix	231	2	35	Man	2	35	Man	
435	53655	fix	231	2	35	Man	2	35	Man	
436	53675	fix	231	2	35	Man	2	35	Man	
437	53696	fix	231	2	35	Man	2	35	Man	
438	53714	fix	231	2	35	Man	2	35	Man	
439	53734	fix	231	2	35	Man	2	35	Man	
440	56315	key_ins	232	2	35	a	t2	35	a	
441	56317	key_ins	233	2	35	n	t2	35	n	
442	56319	key_ins	234	2	35	_	t2	35	_	
443	56321	key_ins	235	2	36	m	t2	36	m	
444	56323	key_ins	236	2	36	å	t2	36	å	
445	56325	key_ins	237	2	36	_	t2	36	_	
446	56327	key_ins	238	2	36	v	t2	36	v	
447	56329	key_ins	239	2	36	i	t2	36	i	
448	57782	fix	135	2	22	behøver	2	35	Man	
449	58141	fix	135	2	22	behøver	2	35	Man	
450	59476	fix	136	2	22	behøver	2	35	Man	
451	60732	fix	236	2	36	må	2	36	må	
452	62806	fix	234	2	35	Man	2	35	Man	
453	63045	fix	236	2	36	må	2	36	må	
454	63304	fix	237	2	36	må	2	36	må	
455	63623	fix	232	2	35	Man	2	35	Man	
456	63823	fix	237	2	36	må	2	36	må	
457	64181	fix	135	2	22	behøver	2	35	Man	
458	64779	fix	215	1	31	Incentives	1	31	Incentives	
459	64999	fix	230	1	34	offered	1	34	offered	
460	65178	fix	246	1	37	developing	1	37	developing	
461	65318	fix	150	1	22	on	1	36	encourage	
462	65677	fix	253	1	37	developing	1	37	developing	
463	66315	fix	135	2	22	behøver	2	36	må	
464	66434	fix	234	2	35	Man	2	35	Man	
465	66594	fix	130	2	20	fattige	2	35	Man	
466	67810	fix	237	2	36	må	2	36	må	
467	68348	fix	133	2	22	behøver	2	36	må	
468	68568	fix	236	2	36	må	2	36	må	
469	68647	fix	236	2	36	må	2	36	må	
470	68787	fix	238	2	36	må	2	36	må	
471	69365	fix	237	2	36	må	2	36	må	
472	71060	fix	214	2	32	økonomiske	2	32	økonomiske	
473	71618	fix	215	2	32	økonomiske	2	32	økonomiske	
474	71777	fix	214	2	32	økonomiske	2	32	økonomiske	
475	72695	fix	211	2	32	økonomiske	2	32	økonomiske	
476	72954	fix	211	2	32	økonomiske	2	32	økonomiske	
477	73851	fix	7	2	2	udviklingslandene	2	2	udviklingslandene	
478	74230	fix	600	1	99	.	2	3	forståeligt	
479	74529	fix	6	2	1	Selvom	2	1	Selvom	
480	75187	fix	632	1	103	efforts	2	10	ødelægge	
481	75785	fix	44	2	5	ikke	2	5	ikke	
482	76483	fix	233	2	35	Man	2	35	Man	
483	76602	fix	135	2	22	behøver	2	36	må	
484	76881	fix	234	2	35	Man	2	35	Man	
485	78257	fix	236	2	36	må	2	36	må	
486	78416	fix	236	2	36	må	2	36	må	
487	79573	fix	137	2	22	behøver	2	36	må	
488	79593	fix	137	2	22	behøver	2	36	må	
489	79952	fix	237	2	36	må	2	36	må	
490	81248	fix	135	2	22	behøver	2	36	må	
491	81407	fix	135	2	22	behøver	2	36	må	
492	81626	fix	136	2	22	behøver	2	36	må	
493	81866	fix	135	2	22	behøver	2	36	må	
494	82165	fix	135	2	22	behøver	2	36	må	
495	82404	fix	238	2	36	må	2	36	må	
496	82524	fix	135	2	22	behøver	2	36	må	
497	82743	fix	135	2	22	behøver	2	36	må	
498	82882	fix	135	2	22	behøver	2	36	må	
499	83002	fix	238	2	36	må	2	36	må	
500	83321	fix	136	2	22	behøver	2	36	må	
501	84218	fix	239	2	36	må	2	36	må	
502	84258	fix	239	2	36	må	2	36	må	
503	84358	fix	238	2	36	må	2	36	må	
504	85933	fix	226	1	34	offered	1	34	offered	
505	86311	fix	234	1	35	to	1	35	to	
506	86891	key_del	239	2	36	i	t2	36	i	
507	86892	key_del	238	2	36	v	t2	36	v	
508	86969	fix	235	2	36	må	2	36	må	
509	87826	key_ins	238	2	37	g	t2	37	g	
510	88014	key_ins	239	2	37	i	t2	37	i	
511	88291	key_ins	240	2	37	v	t2	37	v	
512	88307	key_ins	241	2	37	e	t2	37	e	
513	88455	key_ins	242	2	37	_	t2	37	_	
514	88604	fix	230	1	34	offered	1	34	offered	
515	88644	fix	230	1	34	offered	1	34	offered	
516	88804	fix	243	1	36	encourage	1	36	encourage	
517	88903	fix	243	1	36	encourage	1	36	encourage	
518	89262	fix	252	1	37	developing	1	37	developing	
519	89282	fix	252	1	37	developing	1	37	developing	
520	89382	fix	252	1	37	developing	1	37	developing	
521	89601	fix	238	1	36	encourage	1	36	encourage	
522	89820	fix	149	2	23	handling	2	37	give	
523	90040	fix	255	1	37	developing	1	37	developing	
524	90092	key_ins	243	2	38	i	t2	38	i	
525	90100	fix	255	1	37	developing	1	37	developing	
526	90188	key_ins	244	2	38	n	t2	38	n	
527	90299	fix	250	1	37	developing	1	37	developing	
528	90339	fix	250	1	37	developing	1	37	developing	
